timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/25 06:40:27.924, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:40:28.124, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/25 06:40:28.324, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/25 06:40:28.524, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.54 W
2026/09/25 06:40:28.724, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.54 W
2026/09/25 06:40:28.925, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.54 W
2026/09/25 06:40:29.125, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:40:29.325, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:40:29.525, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:40:29.726, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:40:29.926, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:40:30.126, 0 %, 0 %, 46937 MiB, 49140 MiB, 265.85 W
2026/09/25 06:40:30.326, 0 %, 0 %, 46937 MiB, 49140 MiB, 265.85 W
2026/09/25 06:40:30.527, 93 %, 32 %, 46937 MiB, 49140 MiB, 259.10 W
2026/09/25 06:40:30.727, 93 %, 32 %, 46937 MiB, 49140 MiB, 259.10 W
2026/09/25 06:40:30.927, 93 %, 32 %, 46937 MiB, 49140 MiB, 259.10 W
2026/09/25 06:40:31.127, 77 %, 47 %, 46937 MiB, 49140 MiB, 264.58 W
2026/09/25 06:40:31.327, 77 %, 47 %, 46937 MiB, 49140 MiB, 264.58 W
2026/09/25 06:40:31.528, 72 %, 29 %, 46937 MiB, 49140 MiB, 215.35 W
2026/09/25 06:40:31.728, 72 %, 29 %, 46937 MiB, 49140 MiB, 215.35 W
2026/09/25 06:40:31.928, 72 %, 29 %, 46937 MiB, 49140 MiB, 215.35 W
2026/09/25 06:40:32.128, 0 %, 0 %, 46937 MiB, 49140 MiB, 131.24 W
2026/09/25 06:40:32.329, 0 %, 0 %, 46937 MiB, 49140 MiB, 131.24 W
2026/09/25 06:40:32.529, 99 %, 25 %, 46937 MiB, 49140 MiB, 185.44 W
2026/09/25 06:40:32.729, 99 %, 25 %, 46937 MiB, 49140 MiB, 185.44 W
2026/09/25 06:40:32.929, 99 %, 25 %, 46937 MiB, 49140 MiB, 185.44 W
2026/09/25 06:40:33.130, 100 %, 24 %, 46937 MiB, 49140 MiB, 259.91 W
2026/09/25 06:40:33.330, 100 %, 24 %, 46937 MiB, 49140 MiB, 259.91 W
2026/09/25 06:40:33.530, 100 %, 26 %, 46937 MiB, 49140 MiB, 301.22 W
2026/09/25 06:40:33.730, 100 %, 26 %, 46937 MiB, 49140 MiB, 301.22 W
2026/09/25 06:40:33.931, 100 %, 26 %, 46937 MiB, 49140 MiB, 301.22 W
2026/09/25 06:40:34.131, 100 %, 29 %, 46937 MiB, 49140 MiB, 298.65 W
2026/09/25 06:40:34.331, 100 %, 29 %, 46937 MiB, 49140 MiB, 298.65 W
2026/09/25 06:40:34.532, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/25 06:40:34.732, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/25 06:40:34.932, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/25 06:40:35.132, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.53 W
2026/09/25 06:40:35.333, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.53 W
2026/09/25 06:40:35.533, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:40:35.733, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:40:35.933, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:40:36.134, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.99 W
2026/09/25 06:40:36.334, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.99 W
2026/09/25 06:40:36.534, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:40:36.734, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:40:36.934, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:40:37.135, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.93 W
2026/09/25 06:40:37.335, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.93 W
2026/09/25 06:40:37.535, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.00 W
2026/09/25 06:40:37.735, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.00 W
2026/09/25 06:40:37.935, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.00 W
2026/09/25 06:40:38.136, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:40:38.336, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:40:38.536, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.99 W
2026/09/25 06:40:38.736, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.99 W
2026/09/25 06:40:38.937, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.99 W
2026/09/25 06:40:39.137, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:40:39.337, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:40:39.537, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:40:39.738, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:40:39.938, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:40:40.138, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/25 06:40:40.338, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/25 06:40:40.539, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.91 W
2026/09/25 06:40:40.739, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.91 W
2026/09/25 06:40:40.939, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.91 W
2026/09/25 06:40:41.139, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:40:41.339, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:40:41.540, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:40:41.740, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:40:41.940, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:40:42.140, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/25 06:40:42.341, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/25 06:40:42.541, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:40:42.741, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:40:42.941, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:40:43.142, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/25 06:40:43.342, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/25 06:40:43.542, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/25 06:40:43.742, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/25 06:40:43.943, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/25 06:40:44.143, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:40:44.343, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:40:44.543, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:40:44.743, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:40:44.944, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:40:45.144, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:40:45.344, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:40:45.544, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/25 06:40:45.744, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/25 06:40:45.945, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/25 06:40:46.145, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/25 06:40:46.345, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/25 06:40:46.545, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:40:46.746, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:40:46.946, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:40:47.146, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:40:47.346, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:40:47.546, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/25 06:40:47.747, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/25 06:40:47.947, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/25 06:40:48.147, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/25 06:40:48.347, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/25 06:40:48.548, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:40:48.748, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:40:48.948, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:40:49.148, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.09 W
2026/09/25 06:40:49.348, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.09 W
2026/09/25 06:40:49.549, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:40:49.749, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:40:49.949, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:40:50.149, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.13 W
2026/09/25 06:40:50.350, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.13 W
2026/09/25 06:40:50.550, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/25 06:40:50.750, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/25 06:40:50.950, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/25 06:40:51.151, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/25 06:40:51.351, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/25 06:40:51.551, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.88 W
2026/09/25 06:40:51.751, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.88 W
2026/09/25 06:40:51.951, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.88 W
2026/09/25 06:40:52.152, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.92 W
2026/09/25 06:40:52.352, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.92 W
2026/09/25 06:40:52.552, 0 %, 0 %, 46937 MiB, 49140 MiB, 262.34 W
2026/09/25 06:40:52.752, 0 %, 0 %, 46937 MiB, 49140 MiB, 262.34 W
2026/09/25 06:40:52.953, 0 %, 0 %, 46937 MiB, 49140 MiB, 262.34 W
2026/09/25 06:40:53.153, 100 %, 22 %, 46937 MiB, 49140 MiB, 256.21 W
2026/09/25 06:40:53.353, 100 %, 22 %, 46937 MiB, 49140 MiB, 256.21 W
2026/09/25 06:40:53.553, 100 %, 24 %, 46937 MiB, 49140 MiB, 276.56 W
2026/09/25 06:40:53.754, 100 %, 24 %, 46937 MiB, 49140 MiB, 276.56 W
2026/09/25 06:40:53.954, 100 %, 24 %, 46937 MiB, 49140 MiB, 276.56 W
2026/09/25 06:40:54.154, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.90 W
2026/09/25 06:40:54.354, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.90 W
2026/09/25 06:40:54.554, 83 %, 39 %, 46937 MiB, 49140 MiB, 294.43 W
2026/09/25 06:40:54.755, 83 %, 39 %, 46937 MiB, 49140 MiB, 294.43 W
2026/09/25 06:40:54.955, 83 %, 39 %, 46937 MiB, 49140 MiB, 294.43 W
2026/09/25 06:40:55.155, 85 %, 37 %, 46937 MiB, 49140 MiB, 292.84 W
2026/09/25 06:40:55.355, 85 %, 37 %, 46937 MiB, 49140 MiB, 292.84 W
2026/09/25 06:40:55.556, 83 %, 35 %, 46937 MiB, 49140 MiB, 279.10 W
2026/09/25 06:40:55.756, 83 %, 35 %, 46937 MiB, 49140 MiB, 279.10 W
2026/09/25 06:40:55.956, 83 %, 35 %, 46937 MiB, 49140 MiB, 279.10 W
2026/09/25 06:40:56.156, 72 %, 36 %, 46937 MiB, 49140 MiB, 268.37 W
2026/09/25 06:40:56.357, 72 %, 36 %, 46937 MiB, 49140 MiB, 268.37 W
2026/09/25 06:40:56.557, 100 %, 22 %, 46937 MiB, 49140 MiB, 279.74 W
2026/09/25 06:40:56.757, 100 %, 22 %, 46937 MiB, 49140 MiB, 279.74 W
2026/09/25 06:40:56.957, 100 %, 22 %, 46937 MiB, 49140 MiB, 279.74 W
2026/09/25 06:40:57.158, 64 %, 33 %, 46937 MiB, 49140 MiB, 271.67 W
2026/09/25 06:40:57.358, 64 %, 33 %, 46937 MiB, 49140 MiB, 271.67 W
2026/09/25 06:40:57.558, 77 %, 33 %, 46937 MiB, 49140 MiB, 250.68 W
2026/09/25 06:40:57.758, 77 %, 33 %, 46937 MiB, 49140 MiB, 250.68 W
2026/09/25 06:40:57.959, 77 %, 33 %, 46937 MiB, 49140 MiB, 250.68 W
2026/09/25 06:40:58.159, 97 %, 25 %, 46937 MiB, 49140 MiB, 261.34 W
2026/09/25 06:40:58.359, 97 %, 25 %, 46937 MiB, 49140 MiB, 261.34 W
2026/09/25 06:40:58.559, 100 %, 24 %, 46937 MiB, 49140 MiB, 296.39 W
2026/09/25 06:40:58.760, 100 %, 24 %, 46937 MiB, 49140 MiB, 296.39 W
2026/09/25 06:40:58.960, 100 %, 24 %, 46937 MiB, 49140 MiB, 296.39 W
2026/09/25 06:40:59.160, 100 %, 26 %, 46937 MiB, 49140 MiB, 300.82 W
2026/09/25 06:40:59.361, 100 %, 26 %, 46937 MiB, 49140 MiB, 300.82 W
2026/09/25 06:40:59.561, 100 %, 28 %, 46937 MiB, 49140 MiB, 297.48 W
2026/09/25 06:40:59.761, 100 %, 28 %, 46937 MiB, 49140 MiB, 297.48 W
2026/09/25 06:40:59.961, 100 %, 28 %, 46937 MiB, 49140 MiB, 297.48 W
2026/09/25 06:41:00.162, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.47 W
2026/09/25 06:41:00.362, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.47 W
2026/09/25 06:41:00.562, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/25 06:41:00.763, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/25 06:41:00.963, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/25 06:41:01.163, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/25 06:41:01.363, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/25 06:41:01.564, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.16 W
2026/09/25 06:41:01.764, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.16 W
2026/09/25 06:41:01.964, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.16 W
2026/09/25 06:41:02.164, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/25 06:41:02.365, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/25 06:41:02.565, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/25 06:41:02.765, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/25 06:41:02.965, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/25 06:41:03.166, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/25 06:41:03.366, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/25 06:41:03.566, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:03.766, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:03.967, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:04.167, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.98 W
2026/09/25 06:41:04.367, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.98 W
2026/09/25 06:41:04.567, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/25 06:41:04.768, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/25 06:41:04.968, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/25 06:41:05.168, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:41:05.368, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:41:05.569, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:41:05.769, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:41:05.969, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:41:06.169, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:41:06.370, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:41:06.570, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:41:06.770, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:41:06.970, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:41:07.170, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.80 W
2026/09/25 06:41:07.371, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.80 W
2026/09/25 06:41:07.571, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.90 W
2026/09/25 06:41:07.771, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.90 W
2026/09/25 06:41:07.971, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.90 W
2026/09/25 06:41:08.172, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.08 W
2026/09/25 06:41:08.372, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.08 W
2026/09/25 06:41:08.572, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/25 06:41:08.773, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/25 06:41:08.973, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/25 06:41:09.173, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:41:09.373, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:41:09.574, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.05 W
2026/09/25 06:41:09.774, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.05 W
2026/09/25 06:41:09.974, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.05 W
2026/09/25 06:41:10.174, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:41:10.375, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:41:10.575, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:41:10.775, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:41:10.975, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:41:11.176, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:41:11.376, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:41:11.576, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/25 06:41:11.777, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/25 06:41:11.977, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/25 06:41:12.177, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/25 06:41:12.377, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/25 06:41:12.578, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:41:12.778, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:41:12.978, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:41:13.178, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:41:13.379, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:41:13.579, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.09 W
2026/09/25 06:41:13.779, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.09 W
2026/09/25 06:41:13.980, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.09 W
2026/09/25 06:41:14.180, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:41:14.380, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:41:14.580, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:41:14.781, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:41:14.981, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:41:15.181, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:41:15.382, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:41:15.582, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.05 W
2026/09/25 06:41:15.782, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.05 W
2026/09/25 06:41:15.982, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.05 W
2026/09/25 06:41:16.183, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/25 06:41:16.383, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/25 06:41:16.583, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:16.784, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:16.984, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:17.184, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:41:17.384, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:41:17.585, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.08 W
2026/09/25 06:41:17.785, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.08 W
2026/09/25 06:41:17.985, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.08 W
2026/09/25 06:41:18.185, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:18.386, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:18.586, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:18.786, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:18.986, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:19.187, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.97 W
2026/09/25 06:41:19.387, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.97 W
2026/09/25 06:41:19.587, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:19.788, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:19.988, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:20.188, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:41:20.388, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:41:20.589, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:20.789, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:20.989, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/25 06:41:21.189, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/25 06:41:21.390, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/25 06:41:21.590, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/25 06:41:21.790, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/25 06:41:21.990, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:41:22.191, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:41:22.391, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:41:22.591, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:22.791, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:22.991, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:41:23.192, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:41:23.392, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:41:23.592, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:41:23.792, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:41:23.993, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:24.193, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:24.393, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:24.593, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/25 06:41:24.794, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/25 06:41:24.994, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:41:25.194, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:41:25.394, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:41:25.595, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/25 06:41:25.795, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
