timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/25 06:41:25.995, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:41:26.195, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:41:26.395, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:41:26.596, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:26.796, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:26.996, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:41:27.196, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:41:27.397, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:41:27.597, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:27.797, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:27.997, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:28.198, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:28.398, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:28.598, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.13 W
2026/09/25 06:41:28.799, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.13 W
2026/09/25 06:41:28.999, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:29.199, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:29.399, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:29.599, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:41:29.800, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:41:30.000, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/25 06:41:30.200, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/25 06:41:30.400, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/25 06:41:30.601, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:30.801, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:31.001, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:41:31.201, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:41:31.402, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:41:31.604, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.04 W
2026/09/25 06:41:31.804, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.04 W
2026/09/25 06:41:32.005, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:41:32.205, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:41:32.405, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:41:32.605, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.99 W
2026/09/25 06:41:32.806, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.99 W
2026/09/25 06:41:33.006, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:41:33.206, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:41:33.406, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:41:33.612, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:41:33.812, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:41:34.013, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.05 W
2026/09/25 06:41:34.213, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.05 W
2026/09/25 06:41:34.413, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.05 W
2026/09/25 06:41:34.613, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/25 06:41:34.813, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/25 06:41:35.014, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/25 06:41:35.214, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/25 06:41:35.414, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/25 06:41:35.617, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:41:35.817, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:41:36.017, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/25 06:41:36.218, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/25 06:41:36.418, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/25 06:41:36.618, 46 %, 42 %, 46937 MiB, 49140 MiB, 283.83 W
2026/09/25 06:41:36.818, 46 %, 42 %, 46937 MiB, 49140 MiB, 283.83 W
2026/09/25 06:41:37.019, 100 %, 21 %, 46937 MiB, 49140 MiB, 248.80 W
2026/09/25 06:41:37.219, 100 %, 21 %, 46937 MiB, 49140 MiB, 248.80 W
2026/09/25 06:41:37.419, 100 %, 21 %, 46937 MiB, 49140 MiB, 248.80 W
2026/09/25 06:41:37.622, 100 %, 23 %, 46937 MiB, 49140 MiB, 255.41 W
2026/09/25 06:41:37.822, 100 %, 23 %, 46937 MiB, 49140 MiB, 255.41 W
2026/09/25 06:41:38.022, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.69 W
2026/09/25 06:41:38.222, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.69 W
2026/09/25 06:41:38.423, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.69 W
2026/09/25 06:41:38.623, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.61 W
2026/09/25 06:41:38.823, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.61 W
2026/09/25 06:41:39.023, 100 %, 36 %, 46937 MiB, 49140 MiB, 294.98 W
2026/09/25 06:41:39.224, 100 %, 36 %, 46937 MiB, 49140 MiB, 294.98 W
2026/09/25 06:41:39.424, 100 %, 36 %, 46937 MiB, 49140 MiB, 294.98 W
2026/09/25 06:41:39.630, 90 %, 34 %, 46937 MiB, 49140 MiB, 291.93 W
2026/09/25 06:41:39.830, 90 %, 34 %, 46937 MiB, 49140 MiB, 291.93 W
2026/09/25 06:41:40.031, 86 %, 35 %, 46937 MiB, 49140 MiB, 292.30 W
2026/09/25 06:41:40.231, 86 %, 35 %, 46937 MiB, 49140 MiB, 292.30 W
2026/09/25 06:41:40.431, 86 %, 35 %, 46937 MiB, 49140 MiB, 292.30 W
2026/09/25 06:41:40.631, 81 %, 34 %, 46937 MiB, 49140 MiB, 283.98 W
2026/09/25 06:41:40.831, 81 %, 34 %, 46937 MiB, 49140 MiB, 283.98 W
2026/09/25 06:41:41.032, 94 %, 25 %, 46937 MiB, 49140 MiB, 270.06 W
2026/09/25 06:41:41.232, 94 %, 25 %, 46937 MiB, 49140 MiB, 270.06 W
2026/09/25 06:41:41.432, 94 %, 25 %, 46937 MiB, 49140 MiB, 270.06 W
2026/09/25 06:41:41.637, 95 %, 46 %, 46937 MiB, 49140 MiB, 276.86 W
2026/09/25 06:41:41.837, 95 %, 46 %, 46937 MiB, 49140 MiB, 276.86 W
2026/09/25 06:41:42.037, 100 %, 22 %, 46937 MiB, 49140 MiB, 298.64 W
2026/09/25 06:41:42.238, 100 %, 22 %, 46937 MiB, 49140 MiB, 298.64 W
2026/09/25 06:41:42.438, 100 %, 22 %, 46937 MiB, 49140 MiB, 298.64 W
2026/09/25 06:41:42.638, 95 %, 61 %, 46937 MiB, 49140 MiB, 297.17 W
2026/09/25 06:41:42.838, 95 %, 61 %, 46937 MiB, 49140 MiB, 297.17 W
2026/09/25 06:41:43.038, 83 %, 33 %, 46937 MiB, 49140 MiB, 258.22 W
2026/09/25 06:41:43.239, 83 %, 33 %, 46937 MiB, 49140 MiB, 258.22 W
2026/09/25 06:41:43.439, 83 %, 33 %, 46937 MiB, 49140 MiB, 258.22 W
2026/09/25 06:41:43.642, 79 %, 34 %, 46937 MiB, 49140 MiB, 248.31 W
2026/09/25 06:41:43.842, 79 %, 34 %, 46937 MiB, 49140 MiB, 248.31 W
2026/09/25 06:41:44.042, 61 %, 38 %, 46937 MiB, 49140 MiB, 253.68 W
2026/09/25 06:41:44.242, 61 %, 38 %, 46937 MiB, 49140 MiB, 253.68 W
2026/09/25 06:41:44.443, 61 %, 38 %, 46937 MiB, 49140 MiB, 253.68 W
2026/09/25 06:41:44.643, 79 %, 35 %, 46937 MiB, 49140 MiB, 249.62 W
2026/09/25 06:41:44.843, 79 %, 35 %, 46937 MiB, 49140 MiB, 249.62 W
2026/09/25 06:41:45.044, 96 %, 25 %, 46937 MiB, 49140 MiB, 271.63 W
2026/09/25 06:41:45.244, 96 %, 25 %, 46937 MiB, 49140 MiB, 271.63 W
2026/09/25 06:41:45.444, 96 %, 25 %, 46937 MiB, 49140 MiB, 271.63 W
2026/09/25 06:41:45.648, 100 %, 23 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/25 06:41:45.849, 100 %, 23 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/25 06:41:46.049, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:41:46.249, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:41:46.449, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:41:46.650, 100 %, 26 %, 46937 MiB, 49140 MiB, 298.94 W
2026/09/25 06:41:46.850, 100 %, 26 %, 46937 MiB, 49140 MiB, 298.94 W
2026/09/25 06:41:47.050, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.47 W
2026/09/25 06:41:47.251, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.47 W
2026/09/25 06:41:47.451, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.47 W
2026/09/25 06:41:47.653, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.29 W
2026/09/25 06:41:47.854, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.29 W
2026/09/25 06:41:48.054, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:41:48.254, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:41:48.454, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:41:48.655, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.72 W
2026/09/25 06:41:48.855, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.72 W
2026/09/25 06:41:49.055, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:49.255, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:49.456, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:49.658, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.86 W
2026/09/25 06:41:49.858, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.86 W
2026/09/25 06:41:50.059, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:41:50.259, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:41:50.459, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:41:50.659, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.03 W
2026/09/25 06:41:50.860, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.03 W
2026/09/25 06:41:51.060, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:41:51.260, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:41:51.460, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:41:51.666, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.08 W
2026/09/25 06:41:51.867, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.08 W
2026/09/25 06:41:52.067, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/25 06:41:52.267, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/25 06:41:52.467, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/25 06:41:52.668, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.08 W
2026/09/25 06:41:52.868, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.08 W
2026/09/25 06:41:53.068, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:53.268, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:53.469, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/25 06:41:53.671, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:53.871, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:54.072, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/25 06:41:54.272, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/25 06:41:54.472, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/25 06:41:54.673, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:54.873, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/25 06:41:55.073, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:55.273, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:55.474, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:41:55.676, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/25 06:41:55.876, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/25 06:41:56.077, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/25 06:41:56.277, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/25 06:41:56.477, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/25 06:41:56.677, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:41:56.878, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:41:57.078, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:41:57.278, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:41:57.478, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/25 06:41:57.685, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/25 06:41:57.886, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/25 06:41:58.086, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:58.286, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:58.486, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:41:58.687, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:41:58.887, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:41:59.087, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:41:59.287, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:41:59.488, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:41:59.690, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:41:59.890, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:42:00.091, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:42:00.291, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:42:00.491, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/25 06:42:00.692, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/25 06:42:00.892, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/25 06:42:01.092, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:42:01.292, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:42:01.493, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:42:01.695, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:42:01.895, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/25 06:42:02.095, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/25 06:42:02.296, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/25 06:42:02.496, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:42:02.696, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:42:02.897, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:42:03.097, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:42:03.297, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:42:03.497, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:42:03.703, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:42:03.903, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:42:04.103, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:42:04.303, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:42:04.504, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/25 06:42:04.704, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/25 06:42:04.904, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/25 06:42:05.105, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:42:05.305, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:42:05.505, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:42:05.707, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:42:05.908, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/25 06:42:06.108, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:42:06.308, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/25 06:42:06.508, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:42:06.709, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:42:06.909, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/25 06:42:07.109, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:42:07.309, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/25 06:42:07.510, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.45 W
2026/09/25 06:42:07.712, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.45 W
2026/09/25 06:42:07.912, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.45 W
2026/09/25 06:42:08.113, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:42:08.313, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:42:08.513, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:42:08.713, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:42:08.914, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/25 06:42:09.114, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/25 06:42:09.314, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/25 06:42:09.514, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:42:09.721, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:42:09.921, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/25 06:42:10.121, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.99 W
2026/09/25 06:42:10.322, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.99 W
2026/09/25 06:42:10.522, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/25 06:42:10.722, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/25 06:42:10.922, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/25 06:42:11.123, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:42:11.323, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:42:11.523, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/25 06:42:11.727, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/25 06:42:11.927, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/25 06:42:12.127, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:42:12.328, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.11 W
2026/09/25 06:42:12.528, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:42:12.728, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:42:12.928, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/25 06:42:13.129, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.56 W
2026/09/25 06:42:13.329, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.56 W
2026/09/25 06:42:13.529, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.92 W
2026/09/25 06:42:13.732, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.92 W
2026/09/25 06:42:13.932, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.92 W
2026/09/25 06:42:14.132, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.16 W
2026/09/25 06:42:14.332, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.16 W
2026/09/25 06:42:14.533, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:42:14.733, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:42:14.933, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/25 06:42:15.133, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:42:15.334, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:42:15.534, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.53 W
2026/09/25 06:42:15.739, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.53 W
2026/09/25 06:42:15.939, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.53 W
2026/09/25 06:42:16.140, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/25 06:42:16.340, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/25 06:42:16.540, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:42:16.740, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:42:16.941, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:42:17.141, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/25 06:42:17.341, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/25 06:42:17.542, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:42:17.745, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:42:17.945, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/25 06:42:18.146, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/25 06:42:18.346, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/25 06:42:18.546, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/25 06:42:18.746, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/25 06:42:18.947, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/25 06:42:19.147, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/25 06:42:19.347, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/25 06:42:19.548, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.64 W
2026/09/25 06:42:19.750, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.64 W
2026/09/25 06:42:19.950, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.64 W
2026/09/25 06:42:20.150, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:42:20.351, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/25 06:42:20.551, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/25 06:42:20.751, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/25 06:42:20.952, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/25 06:42:21.152, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:42:21.352, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/25 06:42:21.553, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/25 06:42:21.757, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/25 06:42:21.957, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/25 06:42:22.158, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/25 06:42:22.358, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/25 06:42:22.558, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:42:22.758, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:42:22.959, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:42:23.159, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/25 06:42:23.359, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/25 06:42:23.559, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/25 06:42:23.762, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/25 06:42:23.962, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.22 W
